,issue_d,loan_status,term,funded_amnt,annual_inc,dti,fico_range_low,mths_since_last_delinq,emp_length,grade,home_ownership,issue_date
1070921,2016-02-01,Fully Paid, 36 months,25000.0,99000.0,16.96,705.0,,4 years,B,RENT,2016-02-01
1070922,2016-02-01,Charged Off, 60 months,20000.0,85000.0,27.05,675.0,24.0,10+ years,C,MORTGAGE,2016-02-01
1070923,2016-02-01,Charged Off, 60 months,13675.0,84000.0,17.19,665.0,67.0,10+ years,E,RENT,2016-02-01
1070924,2016-02-01,Fully Paid, 36 months,12000.0,57000.0,3.24,790.0,,4 years,A,MORTGAGE,2016-02-01
1070925,2016-02-01,Fully Paid, 36 months,9000.0,90000.0,26.55,700.0,,3 years,A,MORTGAGE,2016-02-01
1070926,2016-02-01,Fully Paid, 36 months,18000.0,90000.0,11.52,690.0,55.0,10+ years,A,MORTGAGE,2016-02-01
1070927,2016-02-01,Fully Paid, 36 months,10000.0,85000.0,13.51,660.0,46.0,10+ years,B,MORTGAGE,2016-02-01
1070929,2016-02-01,Charged Off, 60 months,21000.0,100000.0,17.66,690.0,,10+ years,C,OWN,2016-02-01
1070930,2016-02-01,Current, 60 months,24000.0,83000.0,20.58,700.0,,< 1 year,C,RENT,2016-02-01
1070931,2016-02-01,Charged Off, 36 months,2000.0,60000.0,28.88,665.0,17.0,< 1 year,C,OWN,2016-02-01
1070932,2016-02-01,Charged Off, 36 months,8500.0,90000.0,16.08,695.0,72.0,1 year,B,RENT,2016-02-01
1070933,2016-02-01,Fully Paid, 36 months,19000.0,65000.0,30.12,705.0,,10+ years,A,MORTGAGE,2016-02-01
1070934,2016-02-01,Fully Paid, 36 months,5000.0,56000.0,14.58,755.0,,4 years,C,MORTGAGE,2016-02-01
1070935,2016-02-01,Charged Off, 36 months,10000.0,118000.0,20.56,685.0,45.0,,B,OWN,2016-02-01
1070936,2016-02-01,Charged Off, 36 months,18000.0,60000.0,27.01,670.0,11.0,4 years,B,OWN,2016-02-01
1070937,2016-02-01,Charged Off, 60 months,26000.0,90000.0,30.27,665.0,,10+ years,F,RENT,2016-02-01
1070939,2016-02-01,Fully Paid, 36 months,23500.0,47000.0,18.11,715.0,,6 years,C,RENT,2016-02-01
1070940,2016-02-01,Fully Paid, 36 months,21000.0,75000.0,27.82,665.0,,5 years,B,RENT,2016-02-01
1070941,2016-02-01,Fully Paid, 36 months,8275.0,30000.0,37.48,680.0,47.0,1 year,D,RENT,2016-02-01
1070942,2016-02-01,Fully Paid, 36 months,9000.0,78050.0,16.49,660.0,40.0,1 year,B,MORTGAGE,2016-02-01
1070943,2016-02-01,Fully Paid, 36 months,35000.0,53000.0,26.52,695.0,,5 years,E,MORTGAGE,2016-02-01
1070944,2016-02-01,Fully Paid, 36 months,12000.0,37960.0,14.39,725.0,,10+ years,B,RENT,2016-02-01
1070945,2016-02-01,Fully Paid, 36 months,10000.0,60000.0,33.42,710.0,39.0,8 years,A,MORTGAGE,2016-02-01
1070946,2016-02-01,Fully Paid, 36 months,23025.0,75000.0,31.68,710.0,,10+ years,D,MORTGAGE,2016-02-01
1070947,2016-02-01,Current, 60 months,13350.0,42000.0,30.89,695.0,,10+ years,E,MORTGAGE,2016-02-01
1070949,2016-02-01,Fully Paid, 60 months,30800.0,93000.0,17.79,725.0,,9 years,B,MORTGAGE,2016-02-01
1070950,2016-02-01,Fully Paid, 60 months,22875.0,72000.0,22.93,735.0,42.0,10+ years,E,MORTGAGE,2016-02-01
1070951,2016-02-01,Fully Paid, 60 months,35000.0,73000.0,25.94,710.0,13.0,10+ years,D,MORTGAGE,2016-02-01
1070952,2016-02-01,Fully Paid, 36 months,15000.0,53000.0,32.09,665.0,17.0,10+ years,D,MORTGAGE,2016-02-01
1070953,2016-02-01,Charged Off, 36 months,12000.0,37000.0,9.57,660.0,,,B,MORTGAGE,2016-02-01
1070954,2016-02-01,Fully Paid, 36 months,16000.0,34476.0,28.12,760.0,,,A,OWN,2016-02-01
1070955,2016-02-01,Charged Off, 60 months,35000.0,30000.0,73.36,660.0,12.0,5 years,E,RENT,2016-02-01
1070956,2016-02-01,Current, 60 months,15000.0,50000.0,25.32,755.0,,4 years,B,RENT,2016-02-01
1070957,2016-02-01,Fully Paid, 36 months,4000.0,44000.0,13.64,665.0,66.0,,B,MORTGAGE,2016-02-01
1070958,2016-02-01,Fully Paid, 36 months,11600.0,50000.0,17.67,675.0,64.0,3 years,A,MORTGAGE,2016-02-01
1070959,2016-02-01,Current, 60 months,24000.0,35462.51,21.79,700.0,20.0,10+ years,C,MORTGAGE,2016-02-01
1070960,2016-02-01,Charged Off, 60 months,28000.0,133000.0,24.43,700.0,50.0,10+ years,D,RENT,2016-02-01
1070961,2016-02-01,Charged Off, 36 months,10000.0,30000.0,14.12,680.0,43.0,1 year,B,OWN,2016-02-01
1070962,2016-02-01,Fully Paid, 36 months,10075.0,85000.0,4.16,680.0,,10+ years,C,RENT,2016-02-01
1070963,2016-02-01,Charged Off, 36 months,22500.0,50000.0,26.93,670.0,,,C,OWN,2016-02-01
1070964,2016-02-01,Fully Paid, 36 months,10000.0,27000.0,11.96,700.0,23.0,3 years,B,RENT,2016-02-01
1070965,2016-02-01,Fully Paid, 36 months,7000.0,33000.0,14.09,680.0,21.0,10+ years,B,RENT,2016-02-01
1070966,2016-02-01,Fully Paid, 36 months,17450.0,52000.0,22.98,670.0,30.0,3 years,D,MORTGAGE,2016-02-01
1070967,2016-02-01,Fully Paid, 36 months,30000.0,66150.0,19.68,705.0,,10+ years,D,MORTGAGE,2016-02-01
1070968,2016-02-01,Fully Paid, 36 months,7450.0,67000.0,19.51,725.0,,10+ years,A,MORTGAGE,2016-02-01
1070969,2016-02-01,Fully Paid, 36 months,15000.0,51000.0,18.62,770.0,21.0,3 years,A,RENT,2016-02-01
1070970,2016-02-01,Current, 60 months,28000.0,60000.0,22.6,800.0,,10+ years,B,MORTGAGE,2016-02-01
1070971,2016-02-01,Fully Paid, 60 months,26000.0,65000.0,25.74,745.0,,6 years,B,MORTGAGE,2016-02-01
1070972,2016-02-01,Fully Paid, 60 months,24000.0,100000.0,13.04,685.0,,10+ years,D,MORTGAGE,2016-02-01
1070973,2016-02-01,Charged Off, 60 months,10000.0,30000.0,23.68,690.0,,7 years,C,RENT,2016-02-01
1070974,2016-02-01,Fully Paid, 36 months,5500.0,57050.0,5.57,675.0,,2 years,C,RENT,2016-02-01
1070975,2016-02-01,Fully Paid, 36 months,5000.0,75000.0,19.63,670.0,,4 years,B,MORTGAGE,2016-02-01
1070976,2016-02-01,Charged Off, 60 months,22800.0,60000.0,11.16,660.0,18.0,4 years,F,OWN,2016-02-01
1070977,2016-02-01,Fully Paid, 60 months,24800.0,110000.0,25.82,735.0,,5 years,C,MORTGAGE,2016-02-01
1070978,2016-02-01,Fully Paid, 36 months,12000.0,33000.0,20.95,715.0,,2 years,B,RENT,2016-02-01
1070979,2016-02-01,Fully Paid, 36 months,10000.0,68000.0,23.46,710.0,,2 years,B,RENT,2016-02-01
1070980,2016-02-01,Fully Paid, 36 months,28000.0,280000.0,10.57,745.0,34.0,10+ years,A,MORTGAGE,2016-02-01
1070981,2016-02-01,Fully Paid, 36 months,10000.0,76000.0,19.09,670.0,,< 1 year,C,MORTGAGE,2016-02-01
1070982,2016-02-01,Fully Paid, 60 months,20000.0,109872.0,7.73,755.0,,10+ years,A,MORTGAGE,2016-02-01
1070983,2016-02-01,Fully Paid, 60 months,16000.0,62500.0,23.89,660.0,9.0,10+ years,C,MORTGAGE,2016-02-01
1070984,2016-02-01,Fully Paid, 36 months,13200.0,40000.0,24.96,695.0,43.0,,B,MORTGAGE,2016-02-01
1070985,2016-02-01,Fully Paid, 36 months,10000.0,48531.84,26.68,760.0,,,A,MORTGAGE,2016-02-01
1070986,2016-02-01,Fully Paid, 36 months,4175.0,30000.0,28.6,680.0,,< 1 year,F,RENT,2016-02-01
1070987,2016-02-01,Fully Paid, 36 months,12000.0,35000.0,39.44,695.0,,5 years,C,RENT,2016-02-01
1070988,2016-02-01,Fully Paid, 36 months,10000.0,116000.0,3.26,705.0,39.0,4 years,A,RENT,2016-02-01
1070989,2016-02-01,Fully Paid, 36 months,23175.0,235000.0,23.23,695.0,29.0,3 years,C,OWN,2016-02-01
1070990,2016-02-01,Charged Off, 60 months,17625.0,42000.0,32.05,700.0,,10+ years,F,RENT,2016-02-01
1070991,2016-02-01,Fully Paid, 36 months,30000.0,223400.0,14.53,730.0,,10+ years,C,MORTGAGE,2016-02-01
1070992,2016-02-01,Fully Paid, 36 months,3500.0,44679.0,24.79,720.0,,2 years,B,RENT,2016-02-01
1070993,2016-02-01,Fully Paid, 36 months,6500.0,46000.0,15.5,660.0,58.0,4 years,B,RENT,2016-02-01
1070994,2016-02-01,Fully Paid, 36 months,7000.0,54000.0,22.0,690.0,47.0,9 years,C,RENT,2016-02-01
1070995,2016-02-01,Current, 60 months,21000.0,135000.0,18.58,675.0,5.0,10+ years,C,MORTGAGE,2016-02-01
1070996,2016-02-01,Fully Paid, 36 months,10000.0,51000.0,30.64,680.0,0.0,4 years,B,MORTGAGE,2016-02-01
1070997,2016-02-01,Fully Paid, 36 months,6000.0,25000.0,14.19,665.0,42.0,,B,MORTGAGE,2016-02-01
1070998,2016-02-01,Fully Paid, 36 months,7500.0,75000.0,23.36,670.0,21.0,3 years,B,RENT,2016-02-01
1070999,2016-02-01,Fully Paid, 36 months,8000.0,230000.0,6.49,660.0,10.0,10+ years,D,MORTGAGE,2016-02-01
1071000,2016-02-01,Fully Paid, 60 months,20000.0,40000.0,22.77,705.0,,< 1 year,C,MORTGAGE,2016-02-01
1071001,2016-02-01,Fully Paid, 36 months,15900.0,125000.0,27.38,670.0,42.0,5 years,E,RENT,2016-02-01
1071002,2016-02-01,Fully Paid, 36 months,24000.0,245000.0,22.43,725.0,,4 years,B,MORTGAGE,2016-02-01
1071003,2016-02-01,Fully Paid, 36 months,10000.0,69000.0,12.71,675.0,50.0,,B,RENT,2016-02-01
1071004,2016-02-01,Charged Off, 60 months,24000.0,97000.0,20.34,705.0,,10+ years,E,MORTGAGE,2016-02-01
1071005,2016-02-01,Charged Off, 60 months,18000.0,45000.0,32.47,685.0,,5 years,E,RENT,2016-02-01
1071006,2016-02-01,Fully Paid, 36 months,23000.0,85609.0,12.94,710.0,,1 year,A,MORTGAGE,2016-02-01
1071007,2016-02-01,Late (31-120 days), 60 months,12000.0,75000.0,11.38,675.0,36.0,3 years,D,MORTGAGE,2016-02-01
1071008,2016-02-01,Fully Paid, 60 months,12000.0,61800.0,16.37,685.0,35.0,4 years,C,OWN,2016-02-01
1071009,2016-02-01,Charged Off, 36 months,10000.0,118000.0,8.64,675.0,36.0,4 years,B,OWN,2016-02-01
1071010,2016-02-01,Fully Paid, 36 months,13000.0,105000.0,5.74,770.0,65.0,2 years,A,RENT,2016-02-01
1071011,2016-02-01,Fully Paid, 36 months,34000.0,160000.0,16.41,715.0,,2 years,A,MORTGAGE,2016-02-01
1071012,2016-02-01,Fully Paid, 36 months,25000.0,83099.0,27.55,745.0,36.0,10+ years,A,OWN,2016-02-01
1071013,2016-02-01,Fully Paid, 60 months,12000.0,77000.0,7.75,710.0,14.0,10+ years,B,OWN,2016-02-01
1071014,2016-02-01,Charged Off, 36 months,15000.0,79000.0,10.59,685.0,,10+ years,C,RENT,2016-02-01
1071015,2016-02-01,Fully Paid, 36 months,10000.0,115000.0,14.54,745.0,13.0,7 years,A,MORTGAGE,2016-02-01
1071016,2016-02-01,Fully Paid, 36 months,12000.0,44000.0,32.52,700.0,33.0,10+ years,C,RENT,2016-02-01
1071017,2016-02-01,Current, 60 months,35000.0,59000.0,16.56,660.0,14.0,10+ years,E,MORTGAGE,2016-02-01
1071018,2016-02-01,Current, 60 months,15000.0,70000.0,18.77,675.0,6.0,2 years,D,RENT,2016-02-01
1071019,2016-02-01,Current, 60 months,15000.0,100000.0,37.41,660.0,3.0,1 year,D,RENT,2016-02-01
1071020,2016-02-01,Fully Paid, 36 months,19800.0,55000.0,26.36,700.0,19.0,10+ years,B,RENT,2016-02-01
1071021,2016-02-01,Charged Off, 60 months,20000.0,26000.0,44.88,695.0,,< 1 year,E,MORTGAGE,2016-02-01
1071022,2016-02-01,Fully Paid, 60 months,13800.0,30000.0,18.51,700.0,,5 years,C,MORTGAGE,2016-02-01
1071023,2016-02-01,Current, 60 months,24000.0,65000.0,39.01,670.0,,7 years,D,MORTGAGE,2016-02-01
1071024,2016-02-01,Fully Paid, 36 months,12000.0,60000.0,28.38,790.0,,3 years,B,MORTGAGE,2016-02-01
1071025,2016-02-01,Current, 60 months,30000.0,80000.0,23.02,670.0,,10+ years,D,MORTGAGE,2016-02-01
1071026,2016-02-01,Charged Off, 36 months,30000.0,86000.0,11.3,750.0,,10+ years,B,MORTGAGE,2016-02-01
1071027,2016-02-01,Fully Paid, 36 months,2175.0,36760.0,5.48,675.0,,10+ years,E,OWN,2016-02-01
1071028,2016-02-01,Fully Paid, 36 months,5000.0,42000.0,17.8,715.0,,5 years,A,MORTGAGE,2016-02-01
1071029,2016-02-01,Fully Paid, 36 months,10000.0,57000.0,17.37,695.0,,10+ years,A,MORTGAGE,2016-02-01
1071030,2016-02-01,Charged Off, 36 months,10500.0,25000.0,35.09,660.0,,,E,RENT,2016-02-01
1071031,2016-02-01,Fully Paid, 36 months,6725.0,95000.0,10.06,670.0,36.0,10+ years,D,MORTGAGE,2016-02-01
1071032,2016-02-01,Fully Paid, 36 months,10000.0,121000.0,3.05,780.0,,< 1 year,A,OWN,2016-02-01
1071033,2016-02-01,Fully Paid, 36 months,35000.0,88250.0,16.56,690.0,22.0,10+ years,B,MORTGAGE,2016-02-01
1071034,2016-02-01,Fully Paid, 36 months,25000.0,162000.0,13.34,735.0,,10+ years,A,MORTGAGE,2016-02-01
1071035,2016-02-01,Fully Paid, 36 months,10000.0,85000.0,34.15,660.0,3.0,9 years,B,MORTGAGE,2016-02-01
1071036,2016-02-01,Fully Paid, 36 months,4000.0,40000.0,11.13,670.0,41.0,5 years,B,RENT,2016-02-01
1071037,2016-02-01,Late (31-120 days), 60 months,18850.0,71000.0,11.21,710.0,,2 years,C,RENT,2016-02-01
1071038,2016-02-01,Current, 60 months,24000.0,93000.0,20.26,710.0,,10+ years,B,MORTGAGE,2016-02-01
1071039,2016-02-01,Fully Paid, 36 months,9600.0,25000.0,8.14,715.0,,9 years,C,OWN,2016-02-01
1071040,2016-02-01,Current, 60 months,35000.0,150000.0,14.11,725.0,,10+ years,B,OWN,2016-02-01
1071041,2016-02-01,Fully Paid, 36 months,2700.0,73000.0,8.56,720.0,20.0,5 years,A,RENT,2016-02-01
1071042,2016-02-01,Fully Paid, 36 months,14000.0,185000.0,12.0,685.0,12.0,10+ years,A,MORTGAGE,2016-02-01
1071043,2016-02-01,Fully Paid, 36 months,12000.0,184000.0,6.66,810.0,44.0,10+ years,A,MORTGAGE,2016-02-01
1071044,2016-02-01,Fully Paid, 60 months,31500.0,70000.0,29.71,665.0,13.0,10+ years,D,MORTGAGE,2016-02-01
1071045,2016-02-01,Fully Paid, 36 months,7500.0,64000.0,26.06,745.0,82.0,5 years,B,MORTGAGE,2016-02-01
1071046,2016-02-01,Fully Paid, 36 months,21000.0,100000.0,21.2,710.0,,10+ years,B,RENT,2016-02-01
1071047,2016-02-01,Fully Paid, 36 months,28000.0,120000.0,12.29,785.0,77.0,10+ years,A,OWN,2016-02-01
1071048,2016-02-01,Current, 60 months,17000.0,95000.0,6.43,805.0,,2 years,B,MORTGAGE,2016-02-01
1071049,2016-02-01,Fully Paid, 36 months,29250.0,65000.0,26.27,690.0,,10+ years,A,MORTGAGE,2016-02-01
1071050,2016-02-01,Fully Paid, 36 months,20000.0,75000.0,22.75,680.0,34.0,1 year,C,RENT,2016-02-01
1071051,2016-02-01,Fully Paid, 60 months,26400.0,80000.0,5.46,685.0,,6 years,B,MORTGAGE,2016-02-01
1071052,2016-02-01,Charged Off, 36 months,19000.0,55000.0,14.14,670.0,19.0,3 years,B,RENT,2016-02-01
1071053,2016-02-01,Fully Paid, 36 months,35000.0,233000.0,9.03,755.0,,8 years,A,MORTGAGE,2016-02-01
1071054,2016-02-01,Fully Paid, 36 months,6000.0,40000.0,34.26,715.0,54.0,10+ years,A,OWN,2016-02-01
1071055,2016-02-01,Charged Off, 60 months,35000.0,224000.0,9.88,675.0,,1 year,E,MORTGAGE,2016-02-01
1071056,2016-02-01,Fully Paid, 36 months,8000.0,56000.0,3.41,670.0,74.0,8 years,B,RENT,2016-02-01
1071057,2016-02-01,Fully Paid, 36 months,5000.0,34000.0,36.85,670.0,32.0,< 1 year,C,RENT,2016-02-01
1071058,2016-02-01,Fully Paid, 36 months,25400.0,108000.0,22.59,715.0,,1 year,B,MORTGAGE,2016-02-01
1071059,2016-02-01,Current, 60 months,26400.0,120000.0,13.99,670.0,11.0,9 years,C,MORTGAGE,2016-02-01
1071060,2016-02-01,Charged Off, 36 months,9000.0,25000.0,19.92,705.0,,1 year,D,RENT,2016-02-01
1071061,2016-02-01,Fully Paid, 36 months,24000.0,150000.0,21.69,710.0,27.0,10+ years,A,MORTGAGE,2016-02-01
1071062,2016-02-01,Fully Paid, 36 months,13725.0,113000.0,18.11,660.0,69.0,10+ years,D,MORTGAGE,2016-02-01
1071063,2016-02-01,Fully Paid, 60 months,10000.0,32000.0,8.02,725.0,,10+ years,B,MORTGAGE,2016-02-01
1071064,2016-02-01,Charged Off, 36 months,10000.0,55000.0,29.01,670.0,20.0,4 years,B,RENT,2016-02-01
1071065,2016-02-01,Fully Paid, 36 months,7000.0,70000.0,22.72,800.0,,4 years,A,MORTGAGE,2016-02-01
1071066,2016-02-01,Fully Paid, 36 months,12400.0,45000.0,30.0,710.0,,9 years,C,RENT,2016-02-01
1071067,2016-02-01,Fully Paid, 36 months,17900.0,70000.0,0.86,770.0,,8 years,B,RENT,2016-02-01
1071068,2016-02-01,Current, 60 months,14400.0,53000.0,22.62,660.0,,10+ years,E,MORTGAGE,2016-02-01
1071069,2016-02-01,Fully Paid, 36 months,3600.0,39000.0,27.02,665.0,78.0,8 years,D,RENT,2016-02-01
1071070,2016-02-01,Fully Paid, 36 months,10800.0,89000.0,10.28,735.0,,10+ years,A,RENT,2016-02-01
1071071,2016-02-01,Fully Paid, 36 months,7000.0,83000.0,22.85,660.0,,2 years,C,MORTGAGE,2016-02-01
1071072,2016-02-01,Charged Off, 36 months,24000.0,200000.0,11.24,685.0,26.0,1 year,B,RENT,2016-02-01
1071073,2016-02-01,Fully Paid, 36 months,35000.0,125389.0,18.36,695.0,,10+ years,D,MORTGAGE,2016-02-01
1071074,2016-02-01,Fully Paid, 36 months,35000.0,95000.0,15.7,760.0,,4 years,A,MORTGAGE,2016-02-01
1071075,2016-02-01,Charged Off, 36 months,14400.0,34000.0,15.53,680.0,42.0,2 years,A,OWN,2016-02-01
1071076,2016-02-01,Fully Paid, 60 months,28000.0,85000.0,30.87,660.0,61.0,9 years,F,MORTGAGE,2016-02-01
1071077,2016-02-01,Charged Off, 36 months,14000.0,35000.0,13.93,720.0,,6 years,A,RENT,2016-02-01
1071078,2016-02-01,Fully Paid, 60 months,13000.0,75000.0,12.59,680.0,19.0,9 years,C,MORTGAGE,2016-02-01
1071079,2016-02-01,Fully Paid, 36 months,20000.0,100000.0,17.7,760.0,,6 years,B,MORTGAGE,2016-02-01
1071080,2016-02-01,Fully Paid, 36 months,25000.0,43000.0,49.07,680.0,,10+ years,C,RENT,2016-02-01
1071081,2016-02-01,Current, 60 months,12000.0,49500.0,27.73,680.0,10.0,10+ years,E,MORTGAGE,2016-02-01
1071082,2016-02-01,Fully Paid, 36 months,5000.0,75000.0,5.62,675.0,17.0,2 years,C,RENT,2016-02-01
1071083,2016-02-01,Current, 60 months,21000.0,43000.0,11.72,660.0,65.0,< 1 year,D,MORTGAGE,2016-02-01
1071084,2016-02-01,Late (16-30 days), 60 months,20000.0,130000.0,11.02,680.0,48.0,2 years,B,MORTGAGE,2016-02-01
1071085,2016-02-01,Current, 60 months,24000.0,65000.0,19.74,670.0,24.0,10+ years,C,MORTGAGE,2016-02-01
1071086,2016-02-01,Fully Paid, 36 months,1950.0,52000.0,13.95,710.0,16.0,3 years,C,RENT,2016-02-01
1071087,2016-02-01,Late (31-120 days), 60 months,16000.0,71000.0,25.2,670.0,15.0,8 years,D,MORTGAGE,2016-02-01
1071088,2016-02-01,Fully Paid, 36 months,20000.0,61000.0,9.25,695.0,,7 years,B,OWN,2016-02-01
1071089,2016-02-01,Charged Off, 60 months,18475.0,44000.0,35.46,675.0,37.0,8 years,F,RENT,2016-02-01
1071090,2016-02-01,Charged Off, 36 months,25000.0,110000.0,12.07,705.0,31.0,2 years,A,MORTGAGE,2016-02-01
1071091,2016-02-01,Fully Paid, 36 months,8400.0,34000.0,27.6,705.0,,3 years,B,RENT,2016-02-01
1071092,2016-02-01,Fully Paid, 60 months,24000.0,54000.0,25.09,710.0,31.0,10+ years,B,MORTGAGE,2016-02-01
1071093,2016-02-01,Fully Paid, 36 months,18000.0,136800.0,30.0,720.0,,10+ years,A,MORTGAGE,2016-02-01
1071094,2016-02-01,Charged Off, 36 months,16300.0,100000.0,28.55,675.0,,10+ years,B,MORTGAGE,2016-02-01
1071095,2016-02-01,Charged Off, 36 months,11600.0,35000.0,21.06,825.0,,10+ years,C,MORTGAGE,2016-02-01
1071096,2016-02-01,Fully Paid, 36 months,28000.0,80000.0,19.83,715.0,4.0,10+ years,D,MORTGAGE,2016-02-01
1071097,2016-02-01,Fully Paid, 36 months,30000.0,87000.0,23.37,695.0,,10+ years,D,MORTGAGE,2016-02-01
1071098,2016-02-01,Current, 60 months,14000.0,58947.0,29.19,720.0,,2 years,B,RENT,2016-02-01
1071099,2016-02-01,Fully Paid, 36 months,14025.0,39000.0,11.02,660.0,,3 years,D,MORTGAGE,2016-02-01
1071100,2016-02-01,Fully Paid, 36 months,20000.0,55000.0,18.7,730.0,,10+ years,A,MORTGAGE,2016-02-01
1071101,2016-02-01,Fully Paid, 36 months,16500.0,63500.0,27.29,675.0,,5 years,B,MORTGAGE,2016-02-01
1071102,2016-02-01,Current, 60 months,21000.0,50000.0,35.82,660.0,,8 years,F,RENT,2016-02-01
1071103,2016-02-01,Fully Paid, 36 months,15000.0,190000.0,20.3,695.0,,10+ years,A,MORTGAGE,2016-02-01
1071104,2016-02-01,Fully Paid, 36 months,17600.0,78000.0,11.13,665.0,28.0,,C,MORTGAGE,2016-02-01
1071105,2016-02-01,Fully Paid, 36 months,7000.0,95000.0,23.22,725.0,69.0,7 years,A,MORTGAGE,2016-02-01
1071106,2016-02-01,Fully Paid, 36 months,5000.0,50000.0,24.82,790.0,,10+ years,B,MORTGAGE,2016-02-01
1071107,2016-02-01,Fully Paid, 36 months,7650.0,32000.0,34.66,660.0,71.0,10+ years,C,OWN,2016-02-01
1071108,2016-02-01,Fully Paid, 36 months,5375.0,37000.0,13.55,660.0,38.0,10+ years,D,RENT,2016-02-01
1071109,2016-02-01,Fully Paid, 36 months,11300.0,75000.0,24.63,680.0,6.0,,C,MORTGAGE,2016-02-01
1071110,2016-02-01,Fully Paid, 36 months,11175.0,52000.0,10.57,660.0,,< 1 year,F,RENT,2016-02-01
1071111,2016-02-01,Charged Off, 36 months,3000.0,95000.0,8.11,690.0,34.0,1 year,A,MORTGAGE,2016-02-01
1071112,2016-02-01,Fully Paid, 36 months,8000.0,88000.0,24.98,665.0,29.0,3 years,C,MORTGAGE,2016-02-01
1071113,2016-02-01,Fully Paid, 36 months,35000.0,95000.0,5.61,695.0,55.0,< 1 year,C,RENT,2016-02-01
1071114,2016-02-01,Current, 60 months,12300.0,28000.0,38.96,700.0,,4 years,E,RENT,2016-02-01
1071115,2016-02-01,Fully Paid, 36 months,13000.0,49920.0,23.29,745.0,,< 1 year,A,MORTGAGE,2016-02-01
1071116,2016-02-01,Fully Paid, 36 months,13000.0,95000.0,18.66,660.0,7.0,10+ years,B,RENT,2016-02-01
1071117,2016-02-01,Fully Paid, 36 months,35000.0,500000.0,16.93,735.0,,2 years,C,MORTGAGE,2016-02-01
1071118,2016-02-01,Fully Paid, 36 months,31500.0,90000.0,18.53,710.0,,< 1 year,C,MORTGAGE,2016-02-01
1071119,2016-02-01,Fully Paid, 36 months,6025.0,59000.0,29.19,690.0,,3 years,B,MORTGAGE,2016-02-01
1071120,2016-02-01,Fully Paid, 36 months,2400.0,150000.0,3.26,665.0,,8 years,B,MORTGAGE,2016-02-01
1071121,2016-02-01,Charged Off, 36 months,16000.0,140000.0,18.59,720.0,,,A,MORTGAGE,2016-02-01
1071122,2016-02-01,Fully Paid, 36 months,16800.0,71000.0,34.97,800.0,,10+ years,A,OWN,2016-02-01
1071123,2016-02-01,Fully Paid, 36 months,30000.0,89100.0,36.2,715.0,,10+ years,D,MORTGAGE,2016-02-01
1071124,2016-02-01,Fully Paid, 36 months,8500.0,35000.0,7.78,685.0,60.0,10+ years,C,RENT,2016-02-01
1071125,2016-02-01,Fully Paid, 36 months,6500.0,42000.0,45.03,675.0,39.0,5 years,B,MORTGAGE,2016-02-01
1071126,2016-02-01,Fully Paid, 60 months,20000.0,50000.0,17.5,670.0,,3 years,E,RENT,2016-02-01
1071127,2016-02-01,Fully Paid, 36 months,12000.0,137388.0,2.68,685.0,13.0,3 years,A,MORTGAGE,2016-02-01
1071128,2016-02-01,Charged Off, 60 months,21600.0,62500.0,31.13,665.0,71.0,< 1 year,E,RENT,2016-02-01
1071129,2016-02-01,Fully Paid, 36 months,10000.0,79000.0,30.23,705.0,38.0,8 years,B,MORTGAGE,2016-02-01
1071130,2016-02-01,Current, 60 months,20000.0,40000.0,26.94,705.0,,10+ years,B,MORTGAGE,2016-02-01
1071131,2016-02-01,Fully Paid, 36 months,1000.0,60000.0,13.82,680.0,,10+ years,A,RENT,2016-02-01
1071132,2016-02-01,Fully Paid, 36 months,22000.0,114000.0,5.94,695.0,73.0,1 year,B,OWN,2016-02-01
1071133,2016-02-01,Charged Off, 60 months,11200.0,55000.0,19.22,715.0,,10+ years,E,RENT,2016-02-01
1071134,2016-02-01,Current, 60 months,15000.0,51000.0,21.57,750.0,,8 years,B,MORTGAGE,2016-02-01
1071135,2016-02-01,Fully Paid, 36 months,2800.0,50000.0,26.14,665.0,3.0,1 year,C,MORTGAGE,2016-02-01
1071136,2016-02-01,Fully Paid, 36 months,6500.0,58000.0,15.0,665.0,,7 years,D,MORTGAGE,2016-02-01
1071137,2016-02-01,Current, 36 months,8400.0,37000.0,11.71,660.0,,2 years,B,MORTGAGE,2016-02-01
1071138,2016-02-01,Fully Paid, 36 months,17500.0,45000.0,22.53,720.0,,7 years,A,MORTGAGE,2016-02-01
1071139,2016-02-01,Fully Paid, 36 months,2000.0,85000.0,19.02,730.0,44.0,6 years,C,MORTGAGE,2016-02-01
1071140,2016-02-01,Fully Paid, 36 months,12000.0,47000.0,28.52,670.0,,10+ years,B,OWN,2016-02-01
1071141,2016-02-01,Fully Paid, 36 months,12000.0,120000.0,10.57,685.0,7.0,10+ years,A,MORTGAGE,2016-02-01
1071142,2016-02-01,Charged Off, 60 months,24000.0,95000.0,46.39,725.0,,10+ years,E,MORTGAGE,2016-02-01
1071143,2016-02-01,Current, 60 months,17200.0,66382.0,16.33,680.0,27.0,6 years,E,RENT,2016-02-01
1071144,2016-02-01,Fully Paid, 60 months,20000.0,60000.0,18.76,685.0,19.0,1 year,C,RENT,2016-02-01
1071145,2016-02-01,Fully Paid, 36 months,12375.0,37000.0,32.76,665.0,70.0,3 years,C,MORTGAGE,2016-02-01
1071146,2016-02-01,Charged Off, 36 months,15000.0,91000.0,14.56,665.0,,6 years,B,MORTGAGE,2016-02-01
